NI-body-part,apisicihcânis
NI-animal-product,kwâskwâskwanipîhkêw
NI-alter,osipêhikanâhtik
NI-place,pâstêwaskiy
NI-natural-force,misi-pâwistik
NI-object,wîstêpahkwêwikamik
NI-natural-force,mînis
NI-nature-plants,sêkowêpinâpisk
NI-hunt-trap,mahkêsîsi-wanihikan
NI-nominal,nêhiyaw-itâpisinowin
NI-religious,âtayôhkan
NI-body-part,wînihtawakay2
NI-animal-product,mîsîwâkan
NI-alter,mihko-atisikan
NI-place,kipahotowikamik
NI-natural-force,ayisipiy
NI-object,kayâsaskisin
NI-natural-force,mînisiwat
NI-nature-plants,asiskîhkwân
NI-hunt-trap,pisiw-tâpakwân
NI-nominal,nêhiyawasinahikêwin
NI-religious,ayamihêwasinahikan
NI-body-part,yîkisitân
NI-animal-product,wâńanopêhikan
NI-alter,mihkosikan
NI-place,kîskwêwikamik
NI-natural-force,sîpîwâpoy
NI-object,mihkwêkin
NI-natural-force,mawiswâkan
NI-nature-plants,mistiko-kipahikan
NI-hunt-trap,osikwanay
NI-nominal,âstawêyâpowacikêwin
NI-religious,pakitinikêwiyâkan
NI-body-part,onîkâniskât
NI-animal-product,misihkwân
NI-alter,sisopêkahikanâhcikos
NI-place,okâwîmâwaskiy
NI-natural-force,sîkahasinânâpoy
NI-object,wâpwayân
NI-natural-force,mînisâpoy
NI-nature-plants,kotawânâpisk
NI-hunt-trap,okwâskwêpicikanêyâpiy
NI-nominal,mâhâpoyowin
NI-religious,ayamihêwi-saskamon
NI-body-part,mîciswâkan
NI-animal-product,nâpêw-sikiwâkan
NI-alter,osâwatisikan
NI-place,wapâw
NI-natural-force,sîwîhtâkani-sâkahikan
NI-object,sênipânêkin
NI-natural-force,mawisowin
NI-nature-plants,kisîpêkâpitêhon
NI-hunt-trap,asinâpiy
NI-nominal,namêhtâwin
NI-religious,saskamon
NI-body-part,âhcanicihcîs
NI-animal-product,osâwâpoy
NI-place,kihci-okimâwikamik
NI-natural-force,sîwîhtâkaniskiwakâw
NI-object,ayânikamik
NI-natural-force,mihkwâpêmakomin
NI-nature-plants,kisîpêkastêwi-mahkahk
NI-hunt-trap,kapatêyâskwahikan
NI-nominal,kipwatâmâpasikêwin
NI-religious,kihcihtwâwasiwêwina
NI-body-part,apisimôsoso-oskanis
NI-animal-product,mîpitâpoy
NI-place,nipâkwêsimowikamik
NI-natural-force,nipîs
NI-object,astisiy
NI-natural-force,misi-paskwâw
NI-nature-plants,kisîpêkâpitêwi-pasakwahikan
NI-hunt-trap,wacasko-wanihikan
NI-nominal,kapêsiwinihkêwin
NI-religious,nêhiyawasinahikan
NI-body-part,kinwâpêkikwayaw2
NI-animal-product,mihko
NI-place,mistikoskâw
NI-natural-force,pâwiscikos
NI-object,akwanahikan
NI-natural-force,waskway-ôsi
NI-nature-plants,pîhtawiskwâhtêm
NI-hunt-trap,nôcihcikêwaskiy
NI-nominal,pimâsiwin
NI-religious,pîhcikwanân
NI-body-part,tâwicihcân
NI-animal-product,misitakisiyâpiy
NI-place,sôniyâwikamik
NI-natural-force,waskow
NI-object,môswêkin
NI-natural-force,waskwayâkan
NI-nature-plants,tipakisiwân
NI-hunt-trap,kwâskwêpicikanis
NI-nominal,mânokêwin
NI-religious,cahkâpês
NI-body-part,wînikwayaw
NI-animal-product,nâpêw-âpacihcikan
NI-place,sôniyâw-wâskahikan
NI-natural-force,kisinâtin
NI-object,mohyâpiciskân
NI-natural-force,waskwayâpoy
NI-nature-plants,minihkwêwiyâkanis
NI-hunt-trap,tâpakwân
NI-nominal,cikâstêsinowin
NI-religious,cahkâpêw
NI-body-part,cimikwayaw
NI-animal-product,misihkwânêyâpiy
NI-place,sôniskwâtahikêwikamik
NI-natural-force,wâpan
NI-object,ocîkwêhikan
NI-natural-force,sîwâkamisikan
NI-nature-plants,aspiskwêsimon
NI-hunt-trap,wâposo-tâpakwân
NI-nominal,nanamâskaciwin
NI-religious,cahkâpêw-âtayôhkan
NI-body-part,âniskokanân
NI-animal-product,wîhkway
NI-place,cipahamâcowi-paskwâs
NI-natural-force,kîsikâw
NI-object,anâskânihtak
NI-natural-force,waskwayikamik
NI-nature-plants,tahkoskâcikan
NI-hunt-trap,wâkâyôsi-wâti
NI-nominal,tisamâwin
NI-religious,ayamihêwi-tâpiskâkan
NI-body-part,kihcinisk
NI-animal-product,mîsâkan
NI-place,kîskihkomânaciy
NI-natural-force,tipiskâw
NI-object,akwahikanêkin
NI-natural-force,kaskitêmin
NI-nature-plants,pâsonâson
NI-hunt-trap,wacistwanihkân
NI-nominal,kaskâpahtênikêwin
NI-religious,kihci-masinahikan
NI-body-part,ocikikwayaw
NI-animal-product,cîstatêyâpiy
NI-place,sâpopêhcâw
NI-natural-force,kîwêtin
NI-object,kâsîhkwâkan
NI-natural-force,maskosiy
NI-nature-plants,kipahikan
NI-hunt-trap,amisko-wâti
NI-nominal,pîkisêwin
NI-religious,manitowêkin
NI-body-part,nistamâpitân
NI-animal-product,astinwân
NI-place,nêhiyawi-mêskanaw
NI-natural-force,pakonê-kîsik
NI-object,atâwâkan
NI-natural-force,askihtakwâpakwaniy
NI-nature-plants,yôhtênikan
NI-hunt-trap,wîsti
NI-nominal,kipihcipayiwin
NI-religious,nayahcikan
NI-body-part,okâskiskahwân
NI-animal-product,wîsopiy
NI-place,nêhiyawi-kiskinwahamâtowikamik
NI-natural-force,kimiwanêyâpiy
NI-object,mistikwaskisin2
NI-natural-force,cîpêhtakwâpikwaniy
NI-nature-plants,côcôs
NI-hunt-trap,kohkôsiyâkan
NI-nominal,kipwatâmâpasowin
NI-religious,nayôhcikan
NI-body-part,apisisicânis
NI-animal-product,kipahon
NI-place,nêhiyaw-askiy
NI-natural-force,pîsimoyâpiy
NI-object,asêsin
NI-natural-force,iyinimina
NI-nature-plants,kipâpowêhikan
NI-hunt-trap,âmow-wacistwan
NI-nominal,pahkisimowin
NI-religious,manitowi-masinahikan
NI-body-part,ocikicisk
NI-animal-product,cîpatahikan
NI-place,nêhiyaw-iskonikan
NI-natural-force,kîsik
NI-object,manitowêkinos
NI-natural-force,sîpihkomina
NI-nature-plants,kipahikanis
NI-hunt-trap,amisko-wîsti
NI-nominal,kayâsi-nêhiyâwiwin
NI-body-part,mâskikan2
NI-animal-product,yêhyêhpamon
NI-place,nîpinaskamikâw
NI-natural-force,kisin
NI-object,anâskânêkin
NI-natural-force,niskimina
NI-nature-plants,kimisâhon
NI-hunt-trap,piyêsîsikamik
NI-nominal,piciwin
NI-body-part,âhcanicihcân
NI-animal-product,mihkwêyâpiy
NI-place,mostâhtakâw
NI-natural-force,ocêkacâs
NI-object,sôhkêkin
NI-natural-force,watihkwan
NI-nature-plants,mîsîwikamik
NI-hunt-trap,wacistwan
NI-nominal,wâsênamâwin
NI-body-part,mâskikât
NI-animal-product,mihkwêyâpîs
NI-place,paskwatâwahkâw
NI-natural-force,pistôsiw
NI-object,pêyakwahtay
NI-natural-force,nânikaskwa
NI-nature-plants,nahapiwikamik
NI-hunt-trap,wâcihkânis
NI-nominal,askîwin
NI-body-part,kinwâpicikanân
NI-animal-product,ôkîkwa
NI-place,maskihkîwastotin
NI-natural-force,pistôs
NI-object,wâskâkwâson
NI-natural-force,osimisk
NI-nature-plants,kisîpêkinâpitêwâkan
NI-hunt-trap,amisko-kipahikan
NI-nominal,atâmêyihcikêwin
NI-body-part,mahkâpitân
NI-animal-product,wâyinopêhikan
NI-place,manâwân
NI-natural-force,wâpiskaskow
NI-object,wâposwayân
NI-natural-force,âniskowaskos
NI-nature-plants,wâsaskocêpicikanis
NI-hunt-trap,mahkêsîsi-wâti
NI-nominal,âyimisiwin
NI-body-part,ocikispiton
NI-animal-product,sikîwiwîhkway
NI-place,maskêk
NI-natural-force,yôtin2
NI-object,kâtikan
NI-natural-force,kihcikamîwaskwa
NI-nature-plants,iskwêsisâpoy
NI-hunt-trap,wacasko-wâti
NI-nominal,kocihikowisiwin
NI-body-part,tastawicihcân
NI-animal-product,kohcipayihcikanêyâpiy
NI-place,paskwâw
NI-natural-force,pipon
NI-object,pîway
NI-natural-force,pasihkân
NI-nature-plants,minihkwâcikan
NI-hunt-trap,mahihkani-wâti
NI-nominal,misamîwin
NI-body-part,wâskanêyâpiy
NI-animal-product,kohtâkan
NI-place,maskotêw-askiy
NI-natural-force,wâsitênikan
NI-object,têhtapiwaskisin
NI-natural-force,sakâw
NI-nature-plants,kâsîhiyâkanâpoy
NI-hunt-trap,wâcis
NI-nominal,kiyâskiwin
NI-body-part,kinokwayaw
NI-animal-product,misitakisiy
NI-place,kayâsi-wâskahikan
NI-natural-force,kwâhkotêw
NI-object,maskisinis
NI-natural-force,otêhipak
NI-nature-plants,kisîpêkiyâkanikan
NI-hunt-trap,wâti
NI-nominal,nanayêhtâwipayiwin
NI-body-part,iskwêcihcîs
NI-animal-product,âhtaskicikan
NI-place,nôtokêwikamikos
NI-natural-force,kaskaskisiw
NI-object,akwanân
NI-natural-force,mêyisimin
NI-nature-plants,anâskâsimon
NI-hunt-trap,wîscis
NI-nominal,nanamâspinêwin
NI-body-part,mahkiskîsik
NI-animal-product,osâwâpân
NI-place,kahkatikwanâskiy
NI-natural-force,iskotêw
NI-object,napakaskisin
NI-natural-force,acimomêyisimin
NI-nature-plants,pâsikan
NI-hunt-trap,misatimokamik
NI-nominal,apwêsiwin
NI-body-part,mâskihcikwan
NI-animal-product,miyi
NI-place,môsâpêwikamik
NI-natural-force,misi-kwâhkotêw
NI-object,akohpis
NI-natural-force,atimosita
NI-nature-plants,nâtawihcikan
NI-hunt-trap,mâyatihkokamik
NI-nominal,kiskisopayiwin
NI-body-part,wâkikot
NI-place,askîhkân-atoskêwikamik
NI-object,oskasâkay
NI-natural-force,mâsikês
NI-nature-plants,ascâskwahikanis
NI-hunt-trap,mostosokamik
NI-nominal,kîsinâtêyihtamowin
NI-body-part,itwahikanicihcîs
NI-place,asahtowikamik
NI-object,âkohkwêhon
NI-natural-force,mâsikêsk
NI-nature-plants,miciminikan
NI-hunt-trap,wâci
NI-nominal,kiskisiwin
NI-body-part,wâyicihcêw
NI-place,kanawipisiskiwikamik
NI-object,otamiskaya
NI-natural-force,napakâsihtak
NI-nature-plants,akocikanis
NI-hunt-trap,wâposo-wâti
NI-nominal,nanamipayiwin
NI-body-part,kinocihcân
NI-place,kihci-atâwêwikamik
NI-object,nanâcohkokwâcês
NI-natural-force,mâsikêsko-piyêsîs
NI-nature-plants,micimâskwahikan
NI-hunt-trap,mistatimokamik
NI-nominal,macihtiwin
NI-body-part,wînicihciy2
NI-place,pâhkwahcâw
NI-object,masinahikanêkin
NI-natural-force,takwahiminâna
NI-nature-plants,aspahikan
NI-hunt-trap,wacasko-wîsti
NI-nominal,wanitôtamowin
NI-body-part,wâpikwayaw
NI-place,kistikân
NI-object,watapîwiyâkan
NI-natural-force,mahtâmini-kistikân
NI-nature-plants,kêsiskawihkasikan
NI-hunt-trap,yâwâtakan
NI-nominal,mâyâtisiwin
NI-body-part,misicihcân
NI-place,yîkihtawi-mêskanaw
NI-object,mihkowayân
NI-natural-force,mahtâminask
NI-nature-plants,sakâskwahikan
NI-hunt-trap,kohkôsiwikamik
NI-nominal,koskoskopayiwin
NI-body-part,wîni
NI-place,wâyipêhipân
NI-object,apahkwâsonêkinos
NI-natural-force,pîswêyâs
NI-nature-plants,minihkwâkan
NI-hunt-trap,piyêsiwacistwan
NI-nominal,akwamowin
NI-body-part,nîkânikât
NI-place,misisâhkwacinâs
NI-object,wâposwayânakohp
NI-natural-force,maskêkominâna
NI-nature-plants,kipâskwahikan
NI-hunt-trap,câpakwânis
NI-nominal,mamâkonikêwin
NI-body-part,otâhkikât
NI-place,askiy
NI-object,anâskânâhtikwa
NI-natural-force,wîsakimin
NI-nature-plants,kisîpêkistikwânêwi-kisîpêkinikan
NI-hunt-trap,oskwatim
NI-nominal,miyimâwisiwin
NI-body-part,asiskitân
NI-place,wâwâskêsiwacîs
NI-object,kâsîhkwâkanis
NI-natural-force,nîpiminânâhtik
NI-nature-plants,sâpwâstêwiyâkan
NI-hunt-trap,amisko-wâtihkân
NI-nominal,câhcâmowin
NI-body-part,oskan
NI-place,pîcicîwikamik
NI-object,sîpihkwâpowêyân
NI-natural-force,okosimân
NI-nature-plants,wayawîwikamik
NI-nominal,itêhikêwin
NI-body-part,cimicihciy
NI-place,âpihtawikosisânaskiy
NI-object,wîstêpahkway
NI-natural-force,manisikêwin
NI-nature-plants,akocikanihkânis
NI-nominal,mônahicêpihkêwin
NI-body-part,ayakaskicihcân
NI-place,âpihtawikosisânôcênâs
NI-object,aspâwikanêhikan
NI-natural-force,atihkomin
NI-nature-plants,maskimocis
NI-nominal,mâyahiwêwin
NI-body-part,tâpiskâkanâhtik
NI-place,apisci-sîpîsis
NI-object,akohp
NI-natural-force,pâsiminâna
NI-nature-plants,wayawîstamâsowikamik
NI-nominal,piskwahpitâwin
NI-body-part,âhcanicihciy
NI-place,oyamanaciya
NI-object,astis
NI-natural-force,mihkosihtak
NI-nature-plants,nônâcikan
NI-nominal,takwahikêwin
NI-body-part,mahkâpit
NI-place,wiyanihtâkan
NI-object,mâyâpiskinikan
NI-natural-force,akwâyâhtik
NI-nature-plants,tohtôsâpôwipimiy
NI-nominal,tahkopicikêwin
NI-body-part,tâwisitân
NI-place,takwahikêwikamik
NI-object,pâhkohkwêhonis
NI-natural-force,akwâhonihtak
NI-nature-plants,kisîpêkinikan
NI-nominal,tipahikêwin
NI-body-part,ocêstatêyâpiy
NI-place,manêwaskiy
NI-object,anâskânâhtik
NI-natural-force,pâstêwâhtik2
NI-nature-plants,akihcikanâpisk
NI-nominal,nîmiwin
NI-body-part,yiyîkicihcîs
NI-place,maskotêw
NI-object,papakiwayânêkin
NI-natural-force,pâstêwi-mihti
NI-nature-plants,kisisikâkan
NI-nominal,awahkânihkêwin
NI-body-part,iskwêcihcânis
NI-place,kistapinân
NI-object,sênipânasâkay
NI-natural-force,âpohtân
NI-nature-plants,kisîpêkini-mahkahk
NI-nominal,nôhtêhkatêwin
NI-body-part,tâwicihcîs
NI-place,askîhkân
NI-object,kâkwayân
NI-natural-force,acikâsimin
NI-nature-plants,kisîpêkinikêpayîs
NI-nominal,kiskêyimisowin
NI-body-part,piskokanân
NI-place,iskonikan
NI-object,maskisinêyâpiy
NI-natural-force,kawikahikan
NI-nature-plants,kisîpêkinikâkan
NI-nominal,nahêyihtowin
NI-body-part,yiyîkisitân
NI-place,tipahaskân
NI-object,môso-pahkêkin
NI-natural-force,nihtâwikihcikan
NI-nature-plants,wâpiski-mahkahk
NI-nominal,pimiskâwin
NI-body-part,itwahikanicihcân
NI-place,miyoskamikâw
NI-object,kâcikan
NI-natural-force,kinosêwikamik
NI-nature-plants,wâsênikan
NI-nominal,mostâpêkasêwin
NI-body-part,ocikicihciy
NI-place,osêhcâw
NI-object,opîwayakohp
NI-natural-force,napakipak
NI-nature-plants,wâsênamân
NI-nominal,misimisowin
NI-body-part,kotahâskwâcikan
NI-place,mâhiskamoskanaw
NI-object,sêscakos
NI-natural-force,wâpikwanîs
NI-nature-plants,kisâkamisikan
NI-nominal,wâsakâmêsimowin
NI-body-part,kinocihciy
NI-place,mâhohtêskanaw
NI-object,waskic-anâskânêkin
NI-natural-force,wâpakwaniy
NI-nature-plants,pîwâpiskoyâkanis
NI-nominal,aspêyimowin
NI-body-part,cimicihcîs
NI-place,nêhiyawi-kiskinwahamâtowi-kakêskihkêmowikamik
NI-object,kaskitêwaskisin
NI-natural-force,wâpakwanîs
NI-nature-plants,oyâkan
NI-nominal,takahkêyimowin
NI-body-part,kîskicihcîs
NI-place,apisci-wâskahikan
NI-object,kaskitêwêkin
NI-natural-force,wâpikwaniy
NI-nature-plants,wiyâkanis
NI-nominal,âyîtawiniskêwin
NI-place,nakîwaciy
NI-object,osâwêkin
NI-natural-force,sakâwaskosiya
NI-nature-plants,pâhkwahikâkanis
NI-nominal,iyisâhowin
NI-place,sâkâstênâw
NI-object,kispakêkin
NI-natural-force,kâkikêpakwa
NI-nature-plants,ocêstatay
NI-nominal,câstapîwin
NI-place,akâmiskotêw
NI-object,pîswêkin
NI-natural-force,mahkêsîsimin
NI-nature-plants,kâsîyâkanêwiyâkan
NI-nominal,itasinahikêwin
NI-place,akâmaskiy
NI-object,pipon-ayi
NI-natural-force,atimositêmina
NI-nature-plants,cîpatâskwahikan
NI-nominal,naskwâwin
NI-place,akâmi-sîpiy
NI-object,tihtipahkwanêkwâcikan
NI-natural-force,mînisâhtik
NI-nature-plants,mâyatihkowiyâs
NI-nominal,mâskihiwêwin
NI-place,posâkanaciy
NI-object,wâskâhkwanêyakwâcikan
NI-natural-force,pîsi-kiscikânisi-mêskanâs
NI-nature-plants,wîko
NI-nominal,âkwaskitinikêwin
NI-place,pakwacaskiy
NI-object,apahkwânêkin
NI-natural-force,kiscikânis2
NI-nature-plants,akwâwân
NI-nominal,pîkopicikêwin
NI-place,pêhonân
NI-object,pakwânikamikwêkin
NI-natural-force,niskaskwa
NI-nature-plants,asinîwiyâkan
NI-nominal,mîsîwin
NI-place,môniyâwi-mîcisowikamik
NI-object,maskisin
NI-natural-force,sâpôminâhtik
NI-nature-plants,kihci-oyâkan
NI-nominal,kiskisomitowin
NI-place,mâhtâw-askiy
NI-object,apisimôsoso-pahkêkin
NI-natural-force,mînisihkân
NI-nature-plants,kâspihkasikan
NI-nominal,okistikêwiyinîwiwin
NI-place,amisko-sâkahikan
NI-object,miscikwaskisinis
NI-natural-force,maskosîs
NI-nature-plants,pîwahcikan
NI-nominal,mâmawôpiwin
NI-place,nôtinito-sîpiy
NI-object,akokwâcikanis
NI-natural-force,maskosîwistikwân
NI-nature-plants,cîstahisîpwâkan
NI-nominal,nîkânitwêwin
NI-place,amisko-sîpiy
NI-object,yahkâstimonêkin
NI-natural-force,maskosiyokân
NI-nature-plants,wiyin
NI-nominal,paskêwihitowin
NI-place,misi-sâkahikan
NI-object,pikiwaskisin
NI-natural-force,askihtak
NI-nature-plants,mohtêwiyâs
NI-nominal,nôtinitowin
NI-place,wînipêk
NI-object,aspahpison
NI-natural-force,askâhtik
NI-nature-plants,paskwâwi-mostosowiyâs
NI-nominal,naskomowin
NI-place,ahcâpîwi-sîpiy
NI-object,wêwêkinikan
NI-natural-force,askipêkihtak
NI-nature-plants,tôminikan
NI-nominal,nânihkêyimowin
NI-place,ôtênaw
NI-object,mihkwâpowêyân
NI-natural-force,okinîwâhtikoskâw
NI-nature-plants,askâhtikwâhtik2
NI-nominal,nâtamâkêwin
NI-place,matokahp
NI-object,kîsowahon
NI-natural-force,maskawâhtik
NI-nature-plants,napakiyâkan
NI-nominal,wîhkomitowin
NI-place,asinîskâwi-sîpîsis
NI-object,môhkomânatosâpisk
NI-natural-force,pîhtikwê-âwacimihtêwin
NI-nature-plants,wiyâkan
NI-nominal,nôcihitowin
NI-place,kihci-ayamihêwikamik
NI-object,wâpiskakohp
NI-natural-force,wîscihkânis
NI-nature-plants,atihkowiyâs
NI-nominal,pimohtâkêwin
NI-place,ayamihêwikamik
NI-object,cahcakipêwasinastêwêkin
NI-natural-force,âwataskosîwâkan
NI-nature-plants,atamiskay
NI-nominal,mamihcimowin
NI-place,mâhtâwi-sîpiy
NI-object,oskaskisin
NI-natural-force,nîpiminâna
NI-nature-plants,kinosêwâpoy
NI-nominal,âcimisostâkêwin
NI-place,kihci-ôtênaw
NI-object,asikanêyâpiy
NI-natural-force,kâskâskominâna
NI-nature-plants,mîcisowikamik
NI-nominal,môniyâwi-wîhowin
NI-place,kîskâpiskâw
NI-object,mâtahikanâhtik
NI-natural-force,miscanikwacâsôsôsa
NI-nature-plants,wâwâkan
NI-nominal,miyikosiwin
NI-place,kîskahcâw
NI-object,pasastêpicikanêyâpiy
NI-natural-force,mistahiyinimina
NI-nature-plants,cîsâwânâpoy
NI-nominal,isiwêpisiwin
NI-place,maskihkîwikamik
NI-object,kiskinowâcihon
NI-natural-force,miyâhkasikan
NI-nature-plants,pêpêskômina
NI-nominal,âpatisiwin
NI-place,âhkosîwikamikos
NI-object,kâsîcihcâkan
NI-natural-force,mêstanâpoy
NI-nature-plants,kâhkêwakos
NI-nominal,sîpinêwin
NI-place,minâtakâhk
NI-object,manakâskisitân
NI-natural-force,âhâsiwimina
NI-nature-plants,kaskamotihkasikan
NI-nominal,atâmêyimowin
NI-place,manâtakâhk
